BusStopCode,RoadName,Description,Latitude,Longitude,planning_area
65381,Edgefield Plains,Punggol Sec Sch,1.40206799999564,103.90976700000785,PUNGGOL
65389,Edgefield Plains,Opp Punggol Sec Sch,1.40225699999819,103.91007199999862,PUNGGOL
65391,Edgefield Plains,Blk 672A,1.40587968028504,103.91251694444946,PUNGGOL
65399,Edgefield Plains,Blk 670A,1.40580472725369,103.91259546667418,PUNGGOL
65401,Punggol Ctrl,Opp Blk 264A,1.40653182138609,103.89871180015278,PUNGGOL
65409,Punggol Ctrl,Bef Blk 264,1.40624496856359,103.89957451783918,PUNGGOL
65411,Edgefield Plains,Horizon Pr Sch,1.39944781445392,103.91384912994876,PUNGGOL
65419,Edgefield Plains,Opp Horizon Pr Sch,1.39946209125417,103.91395382625832,PUNGGOL
65429,Edgefield Plains,Greendale Pr Sch,1.39678724110144,103.912022758935,PUNGGOL
65431,Punggol Way,Twin Waterfalls,1.40238938083661,103.89673562171808,PUNGGOL
65439,Punggol Way,Blk 220C,1.40172529138051,103.89631809709375,PUNGGOL
65441,Sumang Walk,Opp Blk 315B,1.40817769231202,103.89579264867244,PUNGGOL
65449,Sumang Walk,Blk 315B,1.40804081420589,103.89593121183572,PUNGGOL
65451,Sumang Walk,Blk 322 CP,1.41068999997892,103.89759188105812,PUNGGOL
65459,Sumang Walk,Opp Blk 322 CP,1.41060953055987,103.8977216527095,PUNGGOL
65461,Sumang Link,Blk 312 CP,1.40985888889928,103.90129988103229,PUNGGOL
65469,Sumang Link,Blk 310B,1.40982305558831,103.90097793657458,PUNGGOL
65481,Sentul Cres,Opp One Punggol,1.40886523796853,103.90603964310132,PUNGGOL
65489,Sentul Cres,One Punggol,1.40819500002156,103.90566900789092,PUNGGOL
65491,Sumang Walk,Opp Blk 259 CP,1.40456320178872,103.89496045471952,PUNGGOL
65499,Sumang Walk,Blk 259 CP,1.40455142766372,103.89497063575236,PUNGGOL
65521,Punggol East,Waterwoods,1.39031766666667,103.912942666667,PUNGGOL
65529,Punggol East,Aft Punggol Field,1.39161433333333,103.914103333333,PUNGGOL
65531,Sumang Lane,Blk 226A,1.4024,103.8936,PUNGGOL
65539,Sumang Lane,Blk 224A,1.402291,103.8937,PUNGGOL
65541,Sumang Crescent,Blk 228B,1.403562,103.8912,PUNGGOL
65549,Sumang Crescent,Opp Blk 228B,1.403521,103.8912,PUNGGOL
65551,Punggol Field,Blk 227A,1.40374,103.8933695,PUNGGOL
65559,Punggol Field,Opposite Blk 227A,1.404046,103.8925,PUNGGOL
65561,Punggol East,Blk 659A,1.40046,103.920181,PUNGGOL
65569,Punggol East,Blk 654D,1.398633889,103.9191989,PUNGGOL
65571,Punggol Field,BLK 218,1.403478611,103.895535,PUNGGOL
65579,Punggol Field,BLK 258A,1.403556111,103.8960314,PUNGGOL
65601,Punggol Ctrl,Sumang Stn Exit B,1.407698056,103.89849,PUNGGOL
65609,Punggol Ctrl,Sumang Stn Exit A,1.407746111,103.8981261,PUNGGOL
65611,Punggol Way,Nibong Stn Exit B,1.41138059190012,103.9003025582472,PUNGGOL
65619,Punggol Way,Nibong Stn Exit A,1.4115376363476,103.9000027461105,PUNGGOL
65621,Punggol Way,Samudera Stn Exit B,1.416279,103.902739,PUNGGOL
65629,Punggol Way,Samudera Stn Exit A,1.41645968650579,103.9025213208852,PUNGGOL
65631,Punggol Way,Aft Punggol Pt Stn,1.41730626833353,103.90541762051286,PUNGGOL
65639,Punggol Way,Bef Punggol Pt Stn,1.41755237944481,103.90530849057907,PUNGGOL
65641,Northshore Dr,Marina Country Club,1.415276389,103.8998269,PUNGGOL
65651,Northshore Dr,Blk 413C,1.417212,103.9013,PUNGGOL
65661,Northshore Dr,Blk 421C,1.418851944,103.9057239,PUNGGOL
65671,Sumang Link,Punggol cove pr sch,1.411223,103.898788,PUNGGOL
65679,Sumang Link,Opp punggol cove pr sch,1.410983,103.898983,PUNGGOL
65681,Northshore Dr,Bef Northshore Cres,1.418239,103.907934,PUNGGOL
65689,Northshore Dr,Aft Northshore Cres,1.418378,103.907847,PUNGGOL
65691,New Punggol Road,Opposite Blk 437B,1.420151,103.911959,PUNGGOL
65699,New Punggol Road,Blk 437B,1.419958,103.912031,PUNGGOL
65711,New Punggol Road,Blk 446B,1.417097,103.91168,PUNGGOL
65719,New Punggol Road,Blk 432B,1.416997,103.912031,PUNGGOL
65801,Anchorvale Rd,Blk 309D,1.3904399999914,103.88569800003212,SENGKANG
65809,Anchorvale Rd,Anchor Green Pr Sch,1.39121000003879,103.88630888889304,SENGKANG
66009,S'goon Ave 2,S'Goon Int,1.35046610176969,103.87168992264615,SERANGOON
66011,Lor Chuan,Aft Braddell Rd,1.34716997902419,103.8599767808637,SERANGOON
66019,Lor Chuan,Bef Braddell Rd,1.34602837489201,103.86040421534554,SERANGOON
66021,Lor Chuan,New Tech Pk,1.35096671417894,103.86182938341672,SERANGOON
66029,Lor Chuan,St. Gabriel's Pr Sch,1.35017159420349,103.8614352513464,SERANGOON
66031,Lor Chuan,Cardiff Residence,1.35465640659199,103.86572364607076,SERANGOON
66039,Lor Chuan,Blk 307,1.35475138514216,103.86668854745253,SERANGOON
66041,Boundary Rd,Blk 230,1.3557230306281,103.8697219448858,SERANGOON
66049,Boundary Rd,Blk 233,1.35535475300084,103.86896493522666,SERANGOON
66051,Boundary Rd,Opp Blk 257,1.35585499445871,103.87196190877664,SERANGOON
66059,Boundary Rd,Blk 257A,1.35553141738293,103.87212299732872,SERANGOON
66061,Braddell Rd,Aft Lynwood Gr,1.34405111099275,103.86346055601663,SERANGOON
66069,Braddell Rd,Bef Braddell Flyover,1.34350264971893,103.86263251306754,TOA PAYOH
66071,Braddell Rd,Opp PUB Recreation Club,1.34375516528836,103.86737312632222,SERANGOON
66079,Braddell Rd,PUB Recreation Club,1.34326097186022,103.86743994816176,TOA PAYOH
66081,Braddell Rd,Opp S'pore Power Trg Inst,1.34302188357133,103.86962821126625,SERANGOON
66089,Braddell Rd,S'pore Power Trg Inst,1.34238715725246,103.86947751046722,TOA PAYOH
66091,Ang Mo Kio Ave 1,Golden Hill Est,1.35454666698201,103.86145166702076,SERANGOON
66099,Ang Mo Kio Ave 1,Opp Golden Hill Est,1.35427474694456,103.8614219938772,SERANGOON
66101,Ang Mo Kio Ave 3,Blk 516,1.37094045484466,103.87325896613376,SERANGOON
66109,Ang Mo Kio Ave 3,Blk 151,1.3699792245468,103.8746132395795,SERANGOON
66111,Lor Chuan,Opp Grace Wk,1.35848277799301,103.86823666699912,SERANGOON
66119,Lor Chuan,Summer Pl,1.35683000003038,103.86812666696964,SERANGOON
66121,Lor Chuan,Chuan Terr,1.36239972197855,103.8677600000224,SERANGOON
66129,Lor Chuan,Aft Chuan Gdn,1.361491111,103.8680175,SERANGOON
66131,S'goon Gdn Way,Aft Trinity Meth Ch,1.36346698150382,103.87019205208468,SERANGOON
66139,S'goon Gdn Way,Opp Trinity Meth Ch,1.36357778856307,103.86929111065648,SERANGOON
66141,S'goon Gdn Way,Bef Yio Chu Kang Rd,1.36311828855893,103.87239656838273,SERANGOON
66149,S'goon Gdn Way,Aft Yio Chu Kang Rd,1.36291833299844,103.87236222198604,SERANGOON
66151,Chartwell Dr,Opp Penshurst Pl,1.36306633208702,103.86588376967376,SERANGOON
66161,Chartwell Dr,Opp Crowhurst Dr,1.36123776322522,103.86464333342468,SERANGOON
66171,Chartwell Dr,Bef Cooling Cl,1.35976302696107,103.8636119389014,SERANGOON
66181,Burghley Dr,Aft Chartwell Rd,1.35878665442309,103.86185764149462,SERANGOON
66191,Burghley Dr,Aft Corfe Pl,1.36065611099902,103.85983944399274,SERANGOON
66201,Berwick Dr,Opp Brockhampton Dr,1.36208638896684,103.85966527802135,SERANGOON
66211,Berwick Dr,Opp Bloxhome Dr,1.36412138937997,103.86103467229528,SERANGOON
66221,Tavistock Ave,Opp Portchester Ave,1.36834972197817,103.86262638902237,SERANGOON
66231,Tavistock Ave,Bef Huddington Ave,1.36994831751271,103.86438051938194,SERANGOON
66241,Hemsley Ave,Hemsley Ave,1.36890803491379,103.86562505721908,SERANGOON
66251,Kensington Pk Rd,Opp Kingswear Ave,1.36724305880207,103.86653816215,SERANGOON
66261,Kensington Pk Rd,S'Goon Gdns Country Club,1.36555110748973,103.86640982940798,SERANGOON
66271,S'goon Gdn Way,Serangoon Gdn Circus,1.36398333300081,103.86578916701892,SERANGOON
66291,Berwick Dr,Aft Medway Dr,1.3659363788285,103.86192411659012,SERANGOON
66301,S'goon Nth Ave 1,Blk 152,1.36937136450503,103.87207688842044,SERANGOON
66309,S'goon Nth Ave 1,Blk 112,1.36927306510786,103.8719488184558,SERANGOON
66311,S'goon Nth Ave 1,Blk 141A,1.36766470740207,103.8742910481634,SERANGOON
66319,S'goon Nth Ave 1,Bet Blks 142/148,1.36821833817676,103.8739176208251,SERANGOON
66321,S'goon Nth Ave 1,Opp Blk 127,1.36514638903186,103.87249027797796,SERANGOON
66329,S'goon Nth Ave 1,Blk 126,1.36602172246077,103.8722863800345,SERANGOON
66331,Ang Mo Kio Ave 3,Blk 554,1.37173176460482,103.8701543470715,SERANGOON
66339,Ang Mo Kio Ave 3,Blk 101,1.37125183222903,103.8705580506852,SERANGOON
66341,Ang Mo Kio Ave 3,Daikin S'pore,1.37114196132937,103.8652534148556,SERANGOON
66349,Ang Mo Kio Ave 3,Opp Daikin S'pore,1.37082760014108,103.86541771672718,SERANGOON
66351,S'goon Ctrl,S'goon Stn Exit E,1.35049831450162,103.87324486521683,SERANGOON
66359,S'goon Ctrl,S'Goon Stn Exit C/Blk 201,1.35080698547823,103.87328604946424,SERANGOON
66361,S'goon Ave 2,Blk 319,1.35258501828366,103.86824850324253,SERANGOON
66369,S'goon Ave 2,Blk 238,1.35355301663986,103.8682257210366,SERANGOON
66371,S'goon Ctrl,Blk 261,1.353767301605,103.87268543240587,SERANGOON
66379,S'goon Ctrl,Blk 206,1.35339155862192,103.87285801649963,SERANGOON
66381,S'goon Ave 2,Opp S'Goon Stn Exit F,1.35020472222222,103.8712252777778,SERANGOON
66389,S'goon Ave 2,S'Goon Stn Exit F,1.35092163758707,103.8710690514159,SERANGOON
66391,S'goon Ave 3,Lor Chuan Stn Exit A,1.35096942673026,103.86484232962732,SERANGOON
66399,S'goon Ave 3,Opp Lor Chuan Stn Exit B,1.35148729748638,103.8632462430678,SERANGOON
66401,S'goon Ave 3,Golden Hts,1.34937635159369,103.86604085565898,SERANGOON
66409,S'goon Ave 3,Opp Golden Hts,1.34926598081238,103.86593883283692,SERANGOON
66411,S'goon Ave 3,Blk 326,1.35002972706339,103.86903123228186,SERANGOON
66419,S'goon Ave 3,Blk 330,1.35021638901553,103.86930944403264,SERANGOON
66421,S'goon Nth Ave 4,Blk 537,1.37365500000249,103.87340722201968,SERANGOON
66429,S'goon Nth Ave 4,Blk 530,1.37352182697727,103.87243744452265,SERANGOON
66431,S'goon Nth Ave 4,Opp Blk 506A,1.37297644274866,103.87526422817184,SERANGOON
66439,S'goon Nth Ave 4,Blk 504A CP,1.37393762072692,103.8755129419784,SERANGOON
66451,Ang Mo Kio Ave 5,Aft AMK Ind Pk 2,1.37872496881803,103.86854361874474,SERANGOON
66459,Ang Mo Kio Ave 5,Opp Ang Mo Kio Linear Pk,1.37848946701219,103.87075091953804,SERANGOON
66461,Ang Mo Kio Ave 5,Ang Mo Kio Linear Pk,1.37889000002038,103.87128027800178,SERANGOON
66471,Ang Mo Kio Ave 5,Bef Yio Chu Kang Rd,1.37895833299995,103.8743605559661,SERANGOON
66479,Ang Mo Kio Ave 5,Aft Yio Chu Kang Rd,1.37863834733323,103.87430288480031,SERANGOON
66481,Buangkok Green,Opp Blk 968,1.3791866640778,103.8783096213561,HOUGANG
66489,Buangkok Green,Blk 969,1.37889334025536,103.8789799431682,HOUGANG
66491,Buangkok Green,Opp Blk 910,1.37936944398935,103.88260194401968,HOUGANG
66499,Buangkok Green,Blk 911,1.37912306945844,103.88326933020046,HOUGANG
66509,S'goon Nth Ave 5,Blk 546,1.37528324399418,103.87015339999972,SERANGOON
66511,S'goon Nth Ave 6,Yio Chu Kang Amenity Ctr,1.37665021193432,103.87172116805384,SERANGOON
66519,S'goon Nth Ave 6,Ang Mo Kio TechLink,1.3773461218142,103.87159967372142,SERANGOON
66521,S'goon Nth Ave 5,Ban Teck Han Bldg,1.37522304448462,103.87393140656636,SERANGOON
66529,S'goon Nth Ave 5,Blk 538,1.37512174055594,103.87318199195964,SERANGOON
66531,S'goon Nth Ave 5,Opp Blk 531,1.37519277744949,103.87488352078606,SERANGOON
66539,S'goon Nth Ave 5,Blk 531,1.37500340591534,103.8750162086281,SERANGOON
66541,Buangkok Link,Blk 980C,1.37977511312504,103.88135493816362,HOUGANG
66549,Buangkok Link,Opp Blk 980C,1.38029830580566,103.88167284722846,HOUGANG
66551,Buangkok Link,Blk 984,1.38172660405235,103.88144339399804,HOUGANG
66559,Buangkok Link,Opp Blk 984A,1.381952,103.881758,HOUGANG
66561,Buangkok Link,Outside Blk 991B,1.383486,103.882607,HOUGANG
66569,Buangkok Link,OPP BLK 991B,1.383159,103.882572,HOUGANG
66571,Buangkok Cres,Buangkok Sq,1.384484444,103.8813056,HOUGANG
66579,Buangkok Cres,BLK 998B,1.38402973472559,103.88070409002007,HOUGANG
66581,Buangkok Cres,Blk 986B,1.382511944,103.8797475,HOUGANG
66589,Buangkok Cres,Buangkok Sports Pk,1.381992,103.8794283,HOUGANG
66599,S'goon Nth Ave 5,KLA Corporation,1.37284849802167,103.868436813377,SERANGOON
66601,Buangkok Cres,Blk 991A,1.38486,103.882346,HOUGANG
66609,Buangkok Cres,Opp Blk 991A,1.385071,103.882087,HOUGANG
67009,Sengkang Sq,Sengkang Int,1.39178060381601,103.89588499436071,SENGKANG
67011,Yio Chu Kang Rd,Bef Begonia Rd,1.39009747909366,103.86263251348234,SENGKANG
67019,Yio Chu Kang Rd,Aft Begonia Rd,1.38976371710347,103.86253811109862,SERANGOON
67021,Yio Chu Kang Rd,Opp Dedap Rd,1.389306388988,103.86548666703128,SENGKANG
67029,Yio Chu Kang Rd,Aft Dedap Rd,1.38906690681702,103.86517736947856,SERANGOON
67039,Yio Chu Kang Rd,Aft Seletar Rd,1.38831000001759,103.86800750000182,SERANGOON
67041,Yio Chu Kang Rd,Opp The Greenwich,1.38802587904105,103.87037184486724,SENGKANG
67049,Yio Chu Kang Rd,The Greenwich,1.38773464426252,103.869986495669,SERANGOON
67051,Yio Chu Kang Rd,Opp Seletar Hills Est,1.3873944756683,103.87302341120068,SENGKANG
67059,Yio Chu Kang Rd,Seletar Hills Est,1.38705245959807,103.87298447808227,SERANGOON
67061,Yio Chu Kang Rd,Aft Jln Selaseh,1.38580333301583,103.8753413890144,HOUGANG
67069,Yio Chu Kang Rd,Bef Jln Selaseh,1.385515,103.875233,SERANGOON
67071,Yio Chu Kang Rd,Bef Gerald Dr,1.38224166699882,103.87700083300696,HOUGANG
67079,Yio Chu Kang Rd,Ch Of St. Vincent De Paul,1.38256500000442,103.87673500001088,SERANGOON
67081,Sengkang West Rd,Aft Yio Chu Kang Rd,1.38990180700693,103.86883700264016,SENGKANG
67089,Sengkang West Rd,Bef Fernvale Lane,1.39029406445756,103.8691601952964,SENGKANG
67091,Sengkang West Rd,Opp Blk 459B,1.392881,103.869086,SENGKANG
67099,Sengkang West Rd,Blk 459B,1.3937,103.869287,SENGKANG
67101,Sengkang East Way,Blk 250A,1.39143144034973,103.89956953538392,SENGKANG
67109,Sengkang East Way,Blk 235,1.39102885574104,103.89998669813552,SENGKANG
67111,Sengkang East Way,Chij St. Joseph'S Convent,1.39105369405739,103.90237246307768,SENGKANG
67119,Sengkang East Way,Blk 128,1.39050824371994,103.90323582065614,SENGKANG
67121,Sengkang East Way,Blk 142A,1.38949805550873,103.90518999989366,SENGKANG
67129,Sengkang East Way,Blk 137,1.38936844113699,103.90498892005203,SENGKANG
67131,Rivervale Dr,Bakau Stn/Blk 122F,1.38767805568948,103.90527388892868,SENGKANG
67139,Rivervale Dr,Nth Spring Pr Sch,1.38715714684677,103.90417577185804,SENGKANG
67141,Rivervale Dr,Blk 119D,1.38602111109914,103.9035319444636,SENGKANG
67151,Rivervale Dr,Kangkar Stn Exit B,1.38353305558266,103.90215499999188,SENGKANG
67159,Rivervale Dr,Kangkar Stn Exit A,1.38436793782529,103.90225602044252,SENGKANG
67161,Sengkang East Ave,Opp Blk 101,1.38212499997742,103.89926833301192,SENGKANG
67169,Sengkang East Ave,Blk 101,1.38253470078472,103.89922222337448,SENGKANG
67171,Compassvale Dr,Blk 225A,1.38731209583307,103.89897692182004,SENGKANG
67179,Compassvale Dr,Opp Blk 225A,1.38741393896265,103.8979957397525,SENGKANG
67181,Compassvale Rd,Blk 240,1.39101786005668,103.897780179965,SENGKANG
67189,Compassvale Rd,Opp Blk 241,1.39059955869523,103.89742612835978,SENGKANG
67191,Compassvale Rd,Blk 223D,1.38908889970693,103.89710881285436,SENGKANG
67199,Compassvale Rd,Opp Blk 223D,1.3889487081629,103.89689165133598,SENGKANG
67201,Compassvale Rd,Blk 206A,1.38669709800422,103.89628892246895,SENGKANG
67209,Compassvale Rd,Blk 203,1.38690839585967,103.89618101813248,SENGKANG
67211,Sengkang East Ave,Ranggung Stn Exit A,1.38393828115359,103.89765917692944,SENGKANG
67219,Sengkang East Ave,Ranggung Stn Exit B,1.38368835333684,103.89751366061326,SENGKANG
67221,Rivervale Dr,Rumbia Stn Exit B/Blk 153,1.39116246855705,103.90639445299767,SENGKANG
67229,Rivervale Dr,Rumbia Stn Exit A,1.39105777803334,103.90614361099206,SENGKANG
67231,Rivervale Dr,Rivervale Pr Sch,1.39322205615326,103.90395664347083,SENGKANG
67239,Rivervale Dr,Opp Rivervale Pr Sch,1.3930503019817,103.90373341553943,SENGKANG
67241,Compassvale Rd,Blk 248A,1.39299612191324,103.89844142173672,SENGKANG
67249,Compassvale Rd,Blk 259C,1.39376571527248,103.89850423466406,SENGKANG
67251,Compassvale St,Compassvale Stn Exit A,1.39442862205324,103.9003121852631,SENGKANG
67259,Compassvale St,Compassvale Stn Exit B,1.39465386086721,103.90046238900584,SENGKANG
67261,Sengkang East Ave,Blk 203B,1.3865874133088,103.89464206866457,SENGKANG
67269,Sengkang East Ave,Opp Blk 203A,1.38605407647483,103.89513364231524,SENGKANG
67271,Sengkang East Rd,Blk 201 CP,1.38825138740075,103.89208955744496,SENGKANG
67279,Sengkang East Rd,Blk 301D,1.38809305404187,103.89167879073923,SENGKANG
67281,Fernvale Lane,Blk 403A,1.38925023527794,103.87298584005708,SENGKANG
67289,Fernvale Lane,Opp Blk 405C,1.38966431065207,103.8732873820409,SENGKANG
67291,Sengkang East Ave,Renjong Stn Exit B,1.38717956363215,103.88971793853818,SENGKANG
67299,Sengkang East Ave,Renjong Stn Exit A,1.38683575602542,103.88973216030708,SENGKANG
67301,Sengkang East Ave,Blk 305D,1.38888930138858,103.88694431255796,SENGKANG
67309,Sengkang East Ave,Opp Blk 305 CP,1.38813799869207,103.88759103191384,SENGKANG
67311,Anchorvale St,Farmway Stn Exit B,1.39695849054084,103.88980246889258,SENGKANG
67319,Anchorvale St,Farmway Stn Exit A,1.39738047818719,103.8888966274991,SENGKANG
67321,Sengkang East Ave,Blk 311A,1.39056792623455,103.88425489183726,SENGKANG
67329,Sengkang East Ave,Opp Blk 310B,1.39001974230515,103.8846016818356,SENGKANG
67331,Sengkang East Ave,Blk 200B,1.38676807101072,103.89252149146468,SENGKANG
67339,Sengkang East Ave,Opp Blk 200B,1.38648038153055,103.89269086108794,SENGKANG
67341,Compassvale Dr,Opp Blk 204 CP,1.38864779457077,103.89505169031366,SENGKANG
67349,Compassvale Dr,Blk 204 CP,1.38837810902521,103.8953369095349,SENGKANG
67351,Anchorvale Dr,Blk 321 CP,1.38995158321899,103.89134430221004,SENGKANG
67359,Anchorvale Dr,Nan Chiau High Sch,1.39008740102191,103.89042014225744,SENGKANG
67361,Anchorvale Dr,Blk 313B,1.39099505909557,103.88834913656449,SENGKANG
67369,Anchorvale Dr,Blk 306 CP,1.39071731059511,103.88853458899818,SENGKANG
67371,Anchorvale Rd,Blk 313 CP,1.39259972198676,103.88713972197542,SENGKANG
67379,Anchorvale Rd,Opp Blk 313 CP,1.3927256179225,103.88700896307408,SENGKANG
67381,Sengkang East Way,Blk 326 CP,1.39459040201234,103.88844266691056,SENGKANG
67389,Sengkang East Way,Blk 317B,1.39424377787036,103.88869095686496,SENGKANG
67391,Sengkang East Way,Blk 333B,1.39425676218487,103.89144488028346,SENGKANG
67399,Sengkang East Way,Blk 325 CP,1.39385005995777,103.89167010585574,SENGKANG
67401,Sengkang East Way,Opp Sengkang Stn/Blk 260A,1.39290842289238,103.89531738456282,SENGKANG
67409,Sengkang East Way,Sengkang Stn,1.3923391568303,103.89606816606354,SENGKANG
67411,Sengkang East Rd,Opp Sengkang General Hosp,1.39495624396821,103.89436833778728,SENGKANG
67419,Sengkang East Rd,Sengkang General Hosp,1.39451056390105,103.89388277014376,SENGKANG
67421,Anchorvale St,Cheng Lim Stn Exit B,1.39616692483827,103.89376724340975,SENGKANG
67429,Anchorvale St,Cheng Lim Stn Exit A,1.39637340662334,103.89381749259768,SENGKANG
67431,Compassvale St,Opp Blk 291A,1.39521359607395,103.89739500115256,SENGKANG
67439,Compassvale St,Blk 291A,1.39549374900087,103.89737027918684,SENGKANG
67441,Sengkang East Rd,Sengkang Community Hub,1.3923095386042,103.8934666647416,SENGKANG
67449,Sengkang East Rd,Blk 323B,1.39203289077574,103.89307115004728,SENGKANG
67451,Sengkang East Rd,Bef Buangkok Dr,1.383046111,103.88960583301704,SENGKANG
67459,Sengkang East Rd,Aft Buangkok Dr,1.38288638899819,103.88911083301012,SENGKANG
67461,Sengkang East Rd,Aft Sengkang East Ave,1.38575273465234,103.89121528705635,SENGKANG
67469,Sengkang East Rd,Bef Sengkang East Ave,1.38533638989648,103.8907421565758,SENGKANG
67471,Sengkang West Ave,Layar Stn Exit B,1.39218567915754,103.88018144124132,SENGKANG
67479,Sengkang West Ave,Layar Stn Exit A/Blk 417A,1.39198203746983,103.88019668070044,SENGKANG
67481,Sengkang West Ave,Fernvale Stn/Blk 439A,1.39149794105559,103.87764586518084,SENGKANG
67489,Sengkang West Ave,Opp Fernvale Stn,1.39100245036434,103.87708498686096,SENGKANG
67491,Sengkang West Ave,Opp Fernvale Pr Sch,1.39087538517899,103.87466488789592,SENGKANG
67499,Sengkang West Ave,Fernvale Pr Sch,1.39068028707514,103.87467870992984,SENGKANG
67501,Sengkang East Dr,Blk 117C,1.38354973187936,103.903650012666,SENGKANG
67509,Sengkang East Dr,Opp Blk 119A,1.38409640027402,103.9043380418217,SENGKANG
67511,Sengkang East Dr,Blk 121E,1.38603041619808,103.9062452316184,SENGKANG
67519,Sengkang East Dr,Opp Blk 121E,1.38565333297959,103.9062883329725,SENGKANG
67521,Sengkang East Dr,Blk 160,1.38710967446608,103.90839913039454,SENGKANG
67529,Sengkang East Dr,Opp Blk 157A,1.38731666838873,103.9092635072425,SENGKANG
67531,Sengkang East Way,Blk 158C,1.38786807176296,103.90676693747147,SENGKANG
67539,Sengkang East Way,Blk 122C,1.38772020397705,103.90661294770752,SENGKANG
67541,Sengkang East Way,Hockey Stadium,1.39478256874239,103.88633251190508,SENGKANG
67549,Sengkang East Way,Opp Hockey Stadium,1.39454660425441,103.88618230819876,SENGKANG
67551,Sengkang West Way,Blk 471A,1.39600529337669,103.87927293767908,SENGKANG
67559,Sengkang West Way,Opp Blk 471A,1.3954939065925,103.88094503218824,SENGKANG
67561,Sengkang West Way,Opp Blk 432A,1.39545828505824,103.87697696683593,SENGKANG
67569,Sengkang West Way,Blk 432A,1.39504999232889,103.87700000087196,SENGKANG
67571,Sengkang West Way,Aft Lor Tanggam,1.39515796674426,103.87391924861367,SENGKANG
67579,Sengkang West Way,Bef Jln Kayu,1.39483619700068,103.8734686374815,SENGKANG
67591,Sengkang East Rd,Blk 286B,1.39790048032037,103.8953647897483,SENGKANG
67599,Sengkang East Rd,Opp Blk 293D,1.3972004371065,103.89490664468322,SENGKANG
67601,Sengkang Ctrl,Buangkok Stn Exit B,1.38334470717282,103.8932683273077,SENGKANG
67609,Sengkang Ctrl,Buangkok Stn Exit A,1.38393305306468,103.8930397853008,SENGKANG
67611,Sengkang Ctrl,Blk 204C,1.38776293807936,103.89426271274472,SENGKANG
67619,Sengkang Ctrl,Blk 201C,1.38776797851536,103.89401435851153,SENGKANG
67621,Buangkok Dr,Opp Blk 558,1.38095802621952,103.89025132744938,SENGKANG
67629,Buangkok Dr,Blk 557,1.38027975053648,103.8906049984218,HOUGANG
67631,Fernvale Rd,Blk 441D,1.392329,103.87567,SENGKANG
67639,Fernvale Rd,Blk 436A,1.393047,103.875914,SENGKANG
67641,Anchorvale Cres,BEF ANCHORVALE ST,1.398044,103.8934405,SENGKANG
67649,Anchorvale Cres,AFT ANCHORVALE ST,1.398051,103.8933425,SENGKANG
67651,Fernvale Lane,Bef Sengkang West Rd,1.389341,103.871222,SENGKANG
67659,Fernvale Lane,Aft Sengkang West Rd,1.38980594691547,103.87074360172006,SENGKANG
67661,Rivervale Cres,Opp Blk 178A,1.38889400053531,103.90878400579224,SENGKANG
67671,Rivervale Cres,Blk 156A CP,1.39200512922492,103.90712750531712,SENGKANG
67691,Anchorvale Cres,BLK 338A,1.39899,103.8887775,SENGKANG
67699,Anchorvale Cres,BLK 334A,1.3988295,103.889524,SENGKANG
67701,Fernvale St,AFT BLK 467B,1.3984935,103.877445,SENGKANG
67711,Buangkok Dr,Bef Sengkang Fire Stn,1.38013294516415,103.8947798896038,SENGKANG
67719,Buangkok Dr,Opp Sengkang Fire Stn,1.37972132476485,103.89527238603088,HOUGANG
67721,Buangkok Dr,The Rivervale,1.37971349716278,103.89819238601864,SENGKANG
67729,Buangkok Dr,Opp The Rivervale,1.37948933048443,103.8987256695176,HOUGANG
67731,Buangkok Dr,Bef Sengkang East Dr,1.38018738604916,103.90138066955193,SENGKANG
67739,Buangkok Dr,Aft Sengkang East Dr,1.37998423176832,103.90195091871207,HOUGANG
67741,Fernvale Rd,Thanggam Stn,1.3971275,103.875622,SENGKANG
67759,Compassvale Rd,COMPASSVALE INT,1.39129522332876,103.89720218513328,SENGKANG
67761,Anchorvale Rd,OPP BLK 326D,1.396006,103.887595,SENGKANG
67769,Anchorvale Rd,BLK 326D,1.39607378603056,103.8876637860708,SENGKANG
67991,Sengkang West Way,Opp Blk 461B,1.395245,103.871524,SENGKANG
67999,Sengkang West Way,Blk 461B,1.39506,103.871495,SENGKANG
68011,Sengkang West Ave,Bef Jln Kayu,1.3913169267408,103.8701030697383,SENGKANG
68019,Sengkang West Ave,Aft Jln Kayu,1.39106694073297,103.87060612962613,SENGKANG
68021,Jln Kayu,Opp Blk 448A,1.39317909764213,103.8724709608888,SENGKANG
68029,Jln Kayu,Blk 448A,1.39312162118162,103.8726495511582,SENGKANG
68031,Jln Kayu,Jln Kayu Shophouse,1.39705024252478,103.87307298530668,SENGKANG
68039,Jln Kayu,Aft Abundant Grace Ch,1.39652972197871,103.87311388899468,SENGKANG
68049,Jln Kayu,Opp Jln Tari Lilin,1.39851660309414,103.8729604565282,SENGKANG
68051,Jln Kayu,Bef TPE,1.39955011852479,103.87232065200855,SENGKANG
68059,Jln Kayu,Aft TPE,1.39978638898633,103.87243527803194,SENGKANG
68061,Piccadilly,Sing-China Bldg,1.40719212135322,103.87206315994295,SELETAR
68069,Piccadilly,Opp Sing-China Bldg,1.40757217631739,103.87228032413654,SELETAR
68081,Seletar Aerospace Dr,Bef Seletar A'Space Rise,1.40559323576727,103.86681241814271,SELETAR
