BusStopCode,RoadName,Description,Latitude,Longitude,planning_area
25221,Jln Ahmad Ibrahim,Raffles Country Club,1.33470589408796,103.65153114279173,TUAS
25229,Jln Ahmad Ibrahim,Crown Beverage Cans S'pore,1.33371272924751,103.65176249706444,TUAS
25231,Jln Ahmad Ibrahim,Opp Asia-Pacific Brewery,1.3386589540233,103.64740272813636,TUAS
25239,Jln Ahmad Ibrahim,Asia-Pacific Brewery,1.33740500002037,103.64795499996724,TUAS
25249,Jln Ahmad Ibrahim,Aft Tuas West Rd,1.33985499996776,103.64535166698558,TUAS
25259,Jln Ahmad Ibrahim,Bef Tuas West Dr,1.34418817757747,103.6407070702331,TUAS
25269,Jln Ahmad Ibrahim,Tuas Checkpt,1.34777150726774,103.63746924027154,TUAS
25321,Tuas Ave 5,YCH Distripk,1.31765021571604,103.6564457850944,TUAS
25329,Tuas Ave 5,Mapletree Logistics,1.31779138900842,103.65646249999054,TUAS
25331,Tuas Ave 5,Chugoku Marine Paints,1.32019777799085,103.6538130560161,TUAS
25339,Tuas Ave 5,Asia Steel Welded Mesh,1.32018179763398,103.65396888287178,TUAS
25341,Tuas Ave 5,ROCKWOOL,1.32194305599571,103.6519888889781,TUAS
25349,Tuas Ave 5,Times Printers,1.32159222133434,103.65248184445196,TUAS
25351,Tuas Ave 2,Hart Engrg Pte Ltd,1.32396971577017,103.65303152916468,TUAS
25359,Tuas Ave 2,Opp Hart Engrg Pte Ltd,1.32365000001897,103.6529238890272,TUAS
25361,Tuas Ave 4,Yan San Metals Pte Ltd,1.32495846442648,103.65112458286887,TUAS
25369,Tuas Ave 4,Jas Metal Coatings,1.32513576890329,103.65147255685936,TUAS
25371,Tuas Ave 9,Aft Tuas Ave 4,1.32387805603322,103.64917444402576,TUAS
25379,Tuas Ave 9,Aft Tuas Ave 6,1.3242164088822,103.64900097889706,TUAS
25381,Tuas Ave 9,WYN2000 Logistics Ctr,1.32556305598951,103.64739583301906,TUAS
25389,Tuas Ave 9,Aft Tuas Ave 8,1.32595623010711,103.64720536104248,TUAS
25391,Tuas West Rd,Bef Pioneer Rd,1.32896999391116,103.63704332757344,TUAS
25399,Tuas West Rd,Aft Pioneer Rd,1.32923865523658,103.63794454078864,TUAS
25411,Tuas West Dr,BEF TUAS TER,1.34387062081224,103.63830559259954,TUAS
25419,Tuas West Dr,Aft Tuas Ter,1.3443890810874,103.63837611639327,TUAS
25421,Tuas West Dr,OPP TUAS LINK STN,1.3414665264837,103.63745040018382,TUAS
25429,Tuas West Dr,TUAS LINK STN,1.34055807307548,103.63696536000046,TUAS
25431,Tuas West Dr,Super Continental,1.33897644927954,103.63658739973076,TUAS
25439,Tuas West Dr,Opp Super Continental,1.33912525432561,103.63642647473378,TUAS
25441,Tuas West Dr,Bef Pioneer Rd,1.33483211759061,103.6351235369854,TUAS
25449,Tuas West Dr,Aft Pioneer Rd,1.33559254994067,103.63488564434364,TUAS
25451,Tuas West Dr,Aft Tuas West St,1.3322832999168,103.63410305264571,TUAS
25459,Tuas West Dr,Opp Tuas West St,1.33279999997118,103.63412166700834,TUAS
25461,Tuas West Dr,Aft Tuas West Ave,1.32944826490136,103.63291879027564,TUAS
25469,Tuas West Dr,Bef Tuas West Ave,1.32929472200012,103.63264583299014,TUAS
25471,Tuas Link 4,Opp S'pore Epson Ind,1.33552353410516,103.64184123007809,TUAS
25479,Tuas Link 4,S'pore Epson Ind,1.33552805597987,103.64162972197276,TUAS
25491,Tuas Link 4,Opp Super Continental,1.33901033639652,103.63816647849173,TUAS
25499,Tuas Link 4,Super Continental,1.33874972198024,103.63823777800012,TUAS
25501,Tuas Ave 7,Kee Wee Hup Kee,1.33379055380717,103.6436358584241,TUAS
25509,Tuas Ave 7,Opp Kee Wee Hup Kee,1.33355930464673,103.64364939022576,TUAS
25511,Tuas Ave 12,MICHELMAN,1.32981500001918,103.64080472198737,TUAS
25519,Tuas Ave 12,OPP MICHELMAN,1.32981451584967,103.6409965426425,TUAS
25531,Tuas Ave 7,ST KINETICS,1.332349,103.645156,TUAS
25539,Tuas Ave 7,FUJIFILM,1.332311,103.64507,TUAS
25541,Tuas Ave 7,PEC,1.329782,103.647851,TUAS
25549,Tuas Ave 7,CAST LABORATORIES,1.329815,103.647687,TUAS
25551,Tuas Ave 8,GARMCO,1.325522,103.645927,TUAS
25559,Tuas Ave 8,LEE WELDED MESH,1.325651,103.645879,TUAS
25561,Tuas Sth Ave 5,Aft Tuas Cres,1.31836,103.637711,TUAS
25569,Tuas Sth Ave 5,Bef Tuas Cres,1.318191,103.637247,TUAS
25571,Tuas Sth Ave 5,OPP WEST STAR,1.315444,103.635242,TUAS
25579,Tuas Sth Ave 5,WEST STAR,1.315542,103.634947,TUAS
25589,Tuas Ave 8,CROWN EQUIPMENT,1.328334,103.648426,TUAS
25591,Tuas Sth Ave 4,OPP WYETH PHARMACEUTICALS,1.310246,103.63509,TUAS
25599,Tuas Sth Ave 4,WYETH PHARMACEUTICALS,1.30943,103.635806,TUAS
25601,Tuas Sth Ave 7,PFIZER GLOBAL,1.301632,103.634717,TUAS
25609,Tuas Sth Ave 7,MERCK SHARP & DOHME,1.301942,103.634519,TUAS
25611,Tuas Sth Ave 7,OPP WESTLINK TWO,1.297703,103.633033,TUAS
25621,Tuas Sth Ave 7,STARBURST ENGRG,1.294382,103.631889,TUAS
25631,Tuas Sth Ave 7,CONTAINER CONNECTIONS,1.290329,103.631397,TUAS
25641,Tuas Sth Ave 9,OPP ROCHE S'PORE TECH,1.296157,103.638434,TUAS
25651,Tuas Sth Ave 6,NOVARTIS,1.299345,103.63553,TUAS
25661,Tuas Sth Ave 8,Bef Tuas Bay Lk,1.293361,103.639925,TUAS
25669,Tuas Sth Ave 8,Aft Tuas Bay Lk,1.293396,103.639523,TUAS
25671,Tuas Bay Link,BEF OFFSHORE MARINE CTR,1.294546,103.641614,TUAS
25681,Pioneer Rd,BEF TUAS WEST AVE,1.332541,103.637033,TUAS
25689,Pioneer Rd,AFT TUAS WEST AVE,1.332109,103.637126,TUAS
25691,Tuas Ave 20,AFT TUAS WEST RD STN,1.328519,103.639669,TUAS
25701,Tuas Sth Ave 5,GLAXOSMITHKLINE,1.295593,103.627651,TUAS
25709,Tuas Sth Ave 5,EDGEN MURRAY,1.295671,103.627284,TUAS
25711,Tuas Sth Ave 5,OPP THE INDEX,1.288627,103.625073,TUAS
25719,Tuas Sth Ave 5,THE INDEX,1.289014,103.624893,TUAS
25729,Tuas Sth Ave 10,ABBOTT,1.284932,103.628258,TUAS
25741,Tuas Sth Ave 12,HALLIBURTON,1.280501,103.62711,TUAS
25751,Tuas Sth Ave 5,BEF TUAS STH AVE 14,1.278059,103.621663,TUAS
25761,Tuas Sth Ave 14,OPP REC S'PORE,1.275062,103.624222,TUAS
25771,Tuas Sth Ave 14,AFT TUAS STH ST 7,1.274334,103.632329,TUAS
25781,Tuas Sth Ave 9,OPP SLS,1.276398,103.635811,TUAS
25791,Tuas Sth Ave 9,BEF TUAS STH AVE 10,1.28202,103.636126,TUAS
25801,Tuas Sth Ave 10,BEF TUAS STH AVE 7,1.28451,103.634186,TUAS
25811,Tuas Ave 12,Bef Tuas Ave 7,1.332261,103.643199,TUAS
25819,Tuas Ave 12,Aft Tuas Ave 7,1.332495,103.64353,TUAS
25821,Pioneer Rd,TUAS AMENITY CTR,1.317492,103.652589,TUAS
26011,Tuas Cres,Bef Tuas Ave 11,1.31922965607898,103.64876709883724,TUAS
26019,Tuas Cres,PROGRESS GALVANIZING,1.318612,103.648062,TUAS
26021,Tuas Cres,Bef Tuas Ave 13,1.3172613938167,103.64693086349152,TUAS
26029,Tuas Cres,CHIA HOCK TRADING CO,1.317805,103.647257,TUAS
